node_idx,account_id,y
347,6771036247,1
348,8055925195,1
349,8162764828,1
350,5440899683,1
351,8537288551,1
352,4723587645,1
353,8520806882,1
354,1763882389,1
355,8618176711,1
356,6977632717,1
357,9007044451,1
358,25454716,1
359,2075545195,1
360,3950352859,1
361,7263384547,1
362,8263786289,1
363,6073085666,1
364,6345198198,1
365,7078200557,1
366,6764758598,1
367,195640366,1
368,5644818249,1
369,218429315,1
370,5030100545,1
371,5714240543,1
372,9183308279,1
373,8258031445,1
374,4005408078,1
375,7608868553,1
376,1067704948,1
377,1858089957,1
378,4550948935,1
379,2252406159,1
380,2239567616,1
381,5641495028,1
382,2420393246,1
383,5074562068,1
384,9663399396,1
385,4447501051,1
386,6538540101,1
387,6974332253,1
388,1661948571,1
389,9537459071,1
390,6916860201,1
391,734194694,1
392,6708292258,1
393,3557627046,1
394,6621902632,1
395,7627772980,1
396,2527684651,1
397,7057555049,1
398,2060128523,1
399,6016933486,1
400,8060121943,1
401,2774232996,1
402,7169204954,1
403,5033361399,1
404,660217139,1
405,8173768999,1
406,4971910641,1
407,6637479118,1
408,2389688527,1
409,7311377425,1
410,8200413331,1
411,2659417884,1
412,7378630180,1
413,4129567731,1
414,6465028610,1
415,4136537011,1
416,7610679320,1
417,1021972,1
418,1600149721,1
419,7385355795,1
420,3596030501,1
421,5316774430,1
422,476800554,1
423,8638390457,1
424,9353516901,1
425,7510608716,1
426,5004625051,1
427,2433320986,1
428,948557241,1
429,8285407168,1
430,5248724846,1
431,4821757624,1
432,4705053591,1
433,401330285,1
434,878458259,1
435,2820805407,1
436,9039181033,1
437,8197072010,1
438,2843630248,1
439,6988324584,1
440,115683040,1
441,9414313929,1
442,5358114791,1
443,9050785104,1
444,8722719854,1
445,7974678005,1
446,5008453588,1
447,7126377043,1
448,9953594289,1
449,8849558846,1
450,8684916519,1
451,808822435,1
452,3119048320,1
453,7590592049,1
454,1926054413,1
455,4767587845,1
456,7635655629,1
457,1552291084,1
458,2448186727,1
459,9684406331,1
460,4382775538,1
461,1083896690,1
462,6726922016,1
463,2185766681,1
464,1159461451,1
465,5525078218,1
466,4865074383,1
467,8417752885,1
468,4197215987,1
469,8291795656,1
470,7247799247,1
471,7989888688,1
472,5017378989,1
473,3831299146,1
474,9572566560,1
475,5638493225,1
476,9222076750,1
477,3226909844,1
478,8602963830,1
479,2889112657,1
480,9303470721,1
481,9562274039,1
482,3180939545,1
483,4551306098,1
484,9327083401,1
485,23039938,1
486,3271932481,1
487,2305137294,1
488,5561906489,1
489,3912741326,1
490,4183388700,1
491,5234066763,1
492,1666621360,1
493,9227078657,1
494,4734287837,1
495,4525762763,1
496,4775429005,1
497,4437097524,1
498,5744326497,1
499,6854382721,1
500,1239830563,1
501,6782900590,1
502,5708559613,1
503,9725749581,1
504,9755164711,1
505,8200561643,1
506,9034104655,1
507,5004563868,1
508,7306244678,1
509,9535978386,1
510,8298331748,1
511,5616726077,1
512,676384195,1
513,3524470825,1
514,7796306006,1
515,582901738,1
516,1509134836,1
517,9380493823,1
518,5874519393,1
519,1233589069,1
520,6498511324,1
521,1285588849,1
522,3846677630,1
523,6511806358,1
524,2065685062,1
525,3393308952,1
526,3862783883,1
527,1184607529,1
528,4518243190,1
529,6107475762,1
530,7993303298,1
531,727716979,1
532,8660073261,1
533,8856680971,1
534,9036440190,1
535,4114041356,1
536,6874790878,1
537,9488075004,1
538,2995605752,1
539,4081706456,1
540,297935499,1
541,5762331797,1
542,5920895832,1
543,9939335199,1
544,3239906443,1
545,6753953681,1
546,4851883208,1
547,9700230961,1
548,9297695781,1
549,5166051713,1
550,6568147162,1
551,1819824199,1
552,1062641900,1
553,4747144118,1
554,9285136661,1
555,3316762002,1
556,1171771003,1
557,9233324207,1
558,9965419082,1
559,6486848760,1
560,523567863,1
561,6164152557,1
562,4814657412,1
563,2354611546,1
564,5102725210,1
565,5169868360,1
566,1792169085,1
567,5849180756,1
568,1173553473,1
569,5404248534,1
570,3106767697,1
571,3596394670,1
572,7335976595,1
573,4253533793,1
574,4354979552,1
575,9382188772,1
576,6499550690,1
577,6215520259,1
578,6901503920,1
579,8532147098,1
580,2369124408,1
581,6066718570,1
582,348203318,1
583,930766233,1
584,9390422869,1
585,3302760648,1
586,7846430104,1
587,5169092003,1
588,6833938792,1
589,3480556018,1
590,1111368692,1
591,1870550256,1
592,5986714272,1
593,2281960924,1
594,2933863256,1
595,8668041009,1
596,7798979163,1
597,8561558553,1
598,6855998229,1
599,9773822604,1
600,7526239970,1
601,8538447147,1
602,8195927704,1
603,6630556764,1
604,1751907169,1
605,6606864787,1
606,2760955571,1
607,1253336976,1
608,3187084517,1
609,5072105547,1
610,4503049074,1
611,1160754375,1
612,3508358756,1
613,3215318479,1
614,5874431519,1
615,1999169946,1
616,6362116055,1
617,1241244322,1
618,4049086988,1
619,1409881402,1
620,9772022469,1
621,9658846243,1
622,6204870445,1
623,2371835371,1
624,1147093613,1
625,163626909,1
626,9137521115,1
627,8562701624,1
628,774706849,1
629,9501158882,1
630,9268139431,1
631,6299850927,1
632,2876703970,1
633,2509459814,1
634,2295495393,1
635,7925169753,1
636,9215015050,1
637,9169823683,1
638,1657379341,1
639,6697353281,1
640,6700207226,1
641,7785732621,1
642,7872751892,1
643,9710838491,1
644,6543072915,1
645,9776890334,1
646,4525011568,1
647,8548468970,1
648,7497361323,1
649,7302848474,1
650,1894120327,1
651,6488309756,1
652,2849622641,1
653,5207991584,1
654,9404594912,1
655,6608944666,1
656,2202591253,1
657,9481224844,1
658,6387772786,1
659,5046846463,1
660,1488905925,1
661,8718560017,1
662,989024366,1
663,4932120771,1
664,7995792279,1
665,3593837200,1
666,9023458844,1
667,9482065091,1
668,1450097940,1
669,1769787997,1
670,7028799426,1
671,8779336259,1
672,9305572467,1
673,8400546094,1
674,2019673507,1
675,7919477793,1
676,9830727290,1
677,4202589878,1
678,1450041481,1
679,22941989,1
680,2818523910,1
681,3992084410,1
682,5917350547,1
683,3338303704,1
684,3272114985,1
685,1339917371,1
686,9473620413,1
687,9501681099,1
688,6374690376,1
689,7698724710,1
690,28968986,1
691,7803705021,1
692,5709364779,1
693,9238646480,1
694,2674040359,1
695,208056103,1
696,4573169702,1
697,6204477421,1
698,1441864356,1
699,5173637169,1
700,7416524935,1
701,4043588367,1
702,331330653,1
703,931449511,1
704,5708403349,1
705,2672451075,1
706,5211403357,1
707,5622928657,1
708,2443617213,1
709,4639821031,1
710,391301170,1
711,8553587516,1
712,9939053037,1
713,1207494413,1
714,9066361608,1
715,7391340607,1
716,9577633368,1
717,8700457882,1
718,1544723191,1
719,1992087353,1
720,1740588255,1
721,2154311031,1
722,6874313350,1
723,3243896688,1
724,3682462176,1
725,7816440666,1
726,1099653962,1
727,7123384680,1
728,6344798149,1
729,4875340736,1
730,4713467040,1
731,9969912569,1
732,9893678337,1
733,9891968510,1
734,5045265825,1
735,7686371546,1
736,2388713026,1
737,7763213926,1
738,8660233283,1
739,8824395130,1
740,3977815905,1
741,1697970931,1
742,8430816457,1
743,9526203667,1
744,4396132028,1
745,9079307827,1
746,8253639626,1
747,1719139977,1
748,8310022282,1
749,6611982598,1
750,8772293482,1
751,7256117671,1
752,315625186,1
753,6391901359,1
754,6058562879,1
755,6989271965,1
756,643954739,1
757,9446647727,1
758,9746017106,1
759,1278425401,1
760,5977468708,1
761,9630286485,1
762,2238431194,1
763,3271196078,1
764,3760146245,1
765,1010150965,1
766,8516183821,1
767,367003324,1
768,8368979671,1
769,4845635925,1
770,55381759,1
771,4557079584,1
772,1653688545,1
773,1001154860,1
774,8247546543,1
775,5890198328,1
776,5061861850,1
777,6686887971,1
778,9791139953,1
779,7657551830,1
780,9467487552,1
781,5804990951,1
782,6097169081,1
783,4568484411,1
784,3371937981,1
785,8880555867,1
786,9595227919,1
787,9193835209,1
788,8104185827,1
789,9950972480,1
790,623663379,1
791,7755113092,1
792,6891062860,1
793,3765137455,1
794,3026622208,1
795,7930003813,1
796,4371296479,1
797,5783727027,1
798,464035744,1
799,5949137980,1
800,7248879146,1
801,4116282405,1
802,364980826,1
803,685439805,1
804,818830460,1
805,2804810123,1
806,5512011172,1
807,6392596761,1
808,1517021923,1
809,3488949353,1
810,962556530,1
811,8900120664,1
812,7922655699,1
813,3467915237,1
814,6018648917,1
815,6744599788,1
816,4924558242,1
817,9416949366,1
818,9187976308,1
819,9255943229,1
820,6082530241,1
821,9600307866,1
822,9613007465,1
823,4898931369,1
824,5533340543,1
825,5108529656,1
826,5637214862,1
827,4594499722,1
828,2691277955,1
829,1534642148,1
830,4446652934,1
831,5905337797,1
832,1879634304,1
833,1670041415,1
834,8456160842,1
835,513161146,1
836,2149901234,1
837,5749169437,1
838,3453875036,1
839,803103502,1
840,1015594108,1
841,9484189386,1
842,2460865543,1
843,1132272920,1
844,3822535363,1
845,4020208629,1
846,4927449731,1
847,1402296413,1
848,751829450,1
849,8193184390,1
850,4167240366,1
851,6598676049,1
852,3890512015,1
853,9862053017,1
854,6453697396,1
855,2470596478,1
856,4434444907,1
857,8925801430,1
858,6558974258,1
859,4458073557,1
860,8736463791,1
861,8042070370,1
862,485398087,1
863,5398804209,1
864,2949870600,1
865,8356676511,1
866,265022275,1
867,6445645793,1
868,3141178923,1
869,8094120479,1
870,6935930317,1
871,3864360347,1
872,8878654628,1
873,2023911328,1
874,8208853675,1
875,7877307782,1
876,8942092633,1
877,7444660050,1
878,2679881485,1
879,3239063780,1
880,1487922912,1
881,2687903675,1
882,8028059135,1
883,8796758615,1
884,5549636261,1
885,6692553022,1
886,7471364026,1
887,2247370907,1
888,5199547167,1
889,4814705202,1
890,6068118363,1
891,4762817962,1
892,1669265788,1
893,5594578454,1
894,7196675602,1
895,9818595469,1
896,7973448027,1
897,3975494843,1
898,9986072975,1
899,7004219899,1
900,3827836542,1
901,5102301300,1
902,3623316043,1
903,9144198508,1
904,7296432625,1
905,7653542672,1
906,6694937673,1
907,1769648203,1
908,5855502721,1
909,3594512786,1
910,8212229494,1
911,2933339739,1
912,905853715,1
913,8394874419,1
914,6936431941,1
915,8122511384,1
916,3229111081,1
917,821512934,1
918,4285035639,1
919,8778587933,1
920,1675743409,1
921,5027448664,1
922,3953231536,1
923,8078366007,1
924,4208029954,1
925,9810369079,1
926,651057717,1
927,7116470616,1
928,7731616126,1
929,8756167682,1
930,6114527810,1
931,9310436713,1
932,8945940266,1
933,9992249143,1
934,279188028,1
935,3814772835,1
936,3330994745,1
937,6724392743,1
938,4251149720,1
939,3705101560,1
940,5862382386,1
941,5693138862,1
942,2587105294,1
943,8374463563,1
944,7990986315,1
945,4439115994,1
946,985146395,1
947,5585287127,1
948,5336293509,1
949,444977776,1
950,5980835605,1
951,6520893038,1
952,3994438152,1
953,7079495134,1
954,7434320725,1
955,4877416145,1
956,2521152088,1
957,3722911464,1
958,828863930,1
959,5793273539,1
960,8068502418,1
961,6866095401,1
962,5359192565,1
963,5521904664,1
964,3035102123,1
965,542793965,1
966,692686678,1
967,7491698645,1
968,4636265179,1
969,4002088310,1
970,557472407,1
971,718745407,1
972,8427824617,1
973,6054455317,1
974,1540165261,1
975,244832067,1
976,1102444547,1
977,4292608254,1
978,3571423310,1
979,2004502234,1
980,3989435415,1
981,6672138927,1
982,9819086477,1
983,5994298151,1
984,3706337696,1
985,2556634069,1
986,2179044177,1
987,7832092963,1
988,1186960160,1
989,4714846783,1
990,2420714104,1
991,5100061329,1
992,1901465174,1
993,4748204569,1
994,3761922258,1
995,937202920,1
996,6117816069,1
997,5104637800,1
998,5175256054,1
999,1000200981,1
1000,7336296513,1
1001,981791790,1
1002,4639499328,1
1003,5023341361,1
1004,9939037053,1
1005,7576190195,1
1006,8473459237,1
1007,3764791829,1
1008,6447293518,1
1009,3799325124,1
1010,7535898383,1
1011,7443354461,1
1012,3881238232,1
1013,6219252225,1
1014,7994715028,1
1015,6406723714,1
1016,7222999901,1
1017,4055968047,1
1018,2482701161,1
1019,2173728682,1
1020,5403364143,1
1021,5803562064,1
1022,5053780136,1
1023,2864879256,1
1024,9210556116,1
1025,8841149729,1
1026,1132467225,1
1027,8657935466,1
1028,9155699733,1
1029,6335995470,1
1030,5617187360,1
1031,8289139941,1
1032,3566947462,1
1033,7754711202,1
1034,9341487421,1
1035,2929456907,1
1036,7905216304,1
1037,1249988229,1
1038,8128089177,1
1039,2660276438,1
1040,2390385700,1
1041,497312547,1
1042,954553425,1
1043,4001252149,1
1044,5179372335,1
1045,6829970067,1
1046,2421280041,1
1047,2340135699,1
1048,5897660965,1
1049,1585295966,1
1050,296605000,1
1051,3919593175,1
1052,4593748608,1
1053,3990611901,1
1054,5200424058,1
1055,5872542769,1
1056,1637506314,1
1057,7004092175,1
1058,6986759835,1
1059,8370143684,1
1060,9795472752,1
1061,6631881018,1
1062,9097482118,1
1063,4204086745,1
1064,8173887384,1
1065,7419031158,1
1066,4398596830,1
1067,7745550709,1
1068,8795102172,1
1069,7089073424,1
1070,7253035220,1
1071,3544715458,1
1072,7860334742,1
1073,804559306,1
1074,8340949665,1
1075,9792625103,1
1076,6693529121,1
1077,5576849137,1
1078,934071139,1
1079,7733564009,1
1080,9377924130,1
1081,8825356117,1
1082,7973127556,1
1083,9033402837,1
1084,1855387950,1
1085,6663936621,1
1086,288448161,1
1087,8108846158,1
1088,717727895,1
1089,2263952180,1
1090,3936269100,1
1091,6342406102,1
1092,6537781029,1
1093,5089257715,1
1094,1180835223,1
1095,6777427183,1
1096,2361741456,1
1097,5243611436,1
1098,7192588619,1
1099,1572292180,1
1100,4347993154,1
1101,281610578,1
1102,3965420554,1
1103,2621273548,1
1104,7719178454,1
1105,3742689015,1
1106,4192345805,1
1107,8470477504,1
1108,8489727861,1
1109,8975326942,1
1110,9697314808,1
1111,1176466153,1
1112,385607711,1
1113,6313228552,1
1114,5645765711,1
1115,1240988490,1
1116,4094271144,1
1117,5514399467,1
1118,5163472519,1
1119,5892776142,1
1120,3783525827,1
1121,8789318813,1
1122,5755957497,1
1123,6584257596,1
1124,1016471824,1
1125,377941550,1
1126,354366172,1
1127,3419802863,1
1128,3980420588,1
1129,220205230,1
1130,4641583786,1
1131,5774259057,1
1132,9516532340,1
1133,9946423251,1
1134,9646004777,1
1135,1160659532,1
1136,1597991082,1
1137,2156063492,1
1138,7477927249,1
1139,5484028282,1
1140,3816180893,1
1141,878052571,1
1142,1177116302,1
1143,360642400,1
1144,9230763652,1
1145,9806468459,1
1146,9660543067,1
1147,7619049381,1
1148,3909857911,1
1149,4152649092,1
1150,9263452835,1
1151,4688675927,1
1152,9962784859,1
1153,8307385304,1
1154,4431695079,1
1155,8794766352,1
1156,371458209,1
1157,6167091720,1
1158,1663992490,1
1159,1581864055,1
1160,6812125292,1
1161,8796817236,1
1162,3486760473,1
1163,6300755224,1
1164,4803642115,1
1165,1549241021,1
1166,8194626057,1
1167,8549276641,1
1168,2389448889,1
1169,6531669409,1
1170,3709953610,1
1171,1779903964,1
1172,187354041,1
1173,5444826363,1
1174,1063595216,1
1175,6725940739,1
1176,2193727130,1
1177,5299099978,1
1178,7327027507,1
1179,2299468667,1
1180,3263202017,1
1181,1571467205,1
1182,2847089265,1
1183,9007712641,1
1184,1674987188,1
1185,7132571633,1
1186,54360555,1
1187,2059793043,1
1188,9564185840,1
1189,394195171,1
1190,4263238620,1
1191,5820184396,1
1192,8648151672,1
1193,9135928004,1
1194,6467932569,1
1195,4326154865,1
1196,5122331855,1
1197,2997580898,1
1198,3519834743,1
1199,3839796955,1
1200,2388098725,1
1201,8418082420,1
1202,2408387366,1
1203,2681169094,1
1204,5982331599,1
1205,2029161141,1
1206,2993361695,1
1207,4321267976,1
1208,5513527865,1
1209,6315196406,1
1210,5354141267,1
1211,885432950,1
1212,4592756046,1
1213,5189451664,1
1214,3590653211,1
1215,6798775979,1
1216,478656214,1
1217,6123861633,1
1218,9126482714,1
1219,4422249566,1
1220,5727908533,1
1221,9481695000,1
1222,6697300995,1
1223,702672543,1
1224,8180625344,1
1225,7804406895,1
1226,5425766810,1
1227,5317083250,1
1228,1593327030,1
1229,6414670371,1
1230,7005850662,1
1231,566805775,1
1232,7757125281,1
1233,687218984,1
1234,1133568858,1
1235,3153643918,1
1236,8873937061,1
1237,5522900105,1
1238,4692678945,1
1239,2651545563,1
1240,8612636972,1
1241,3914209953,1
1242,509818087,1
1243,3738775503,1
1244,6830482055,1
1245,4181908870,1
1246,5770772598,1
1247,829274347,1
1248,7089137601,1
1249,9875272308,1
1250,3627634017,1
1251,5865884818,1
1252,363483798,1
1253,6999101911,1
1254,5868277189,1
1255,3702143152,1
1256,6207162857,1
1257,1750168908,1
1258,858568557,1
1259,2128500197,1
1260,6817982468,1
1261,6343660108,1
1262,9092261147,1
1263,5094992526,1
1264,1276340540,1
1265,9420119597,1
1266,3308782834,1
1267,8341393477,1
1268,77436687,1
1269,9305367620,1
1270,9359148308,1
1271,2515498541,1
1272,7995400492,1
1273,2663243313,1
1274,8764119560,1
1275,3700320650,1
1276,1532689937,1
1277,2463670585,1
1278,7027599566,1
1279,9677184579,1
1280,7207919232,1
1281,1800493818,1
1282,7603851472,1
1283,2725039379,1
1284,21609978,1
1285,5018837869,1
1286,1102317405,1
1287,4636490823,1
1288,2937176504,1
1289,7554923197,1
1290,1075524474,1
1291,2898982500,1
1292,8472731260,1
1293,4625263625,1
1294,2115790610,1
1295,492465236,1
1296,7219174047,1
1297,5547656808,1
1298,5164426741,1
1299,1685345507,1
1300,9650443831,1
1301,4138837443,1
1302,1718770185,1
1303,7332435745,1
1304,5602998034,1
1305,4178608601,1
1306,1431561040,1
1307,6449676607,1
1308,5237424990,1
1309,8240670809,1
1310,2560729153,1
1311,2039997172,1
1312,1580234037,1
1313,1651325879,1
1314,7178465694,1
1315,266491491,1
1316,9869834897,1
1317,2401619344,1
1318,6810254751,1
1319,4251616670,1
1320,6962402203,1
1321,4271610216,1
1322,5815021326,1
1323,3497964501,1
1324,1059067164,1
1325,3933129163,1
1326,8216575630,1
1327,4350178676,1
1328,7821074008,1
1329,1946865116,1
1330,8069810316,1
1331,180811306,1
1332,576877083,1
1333,7584562418,1
1334,4138131884,1
1335,2810041709,1
1336,2043675313,1
1337,8374156372,1
1338,4158195939,1
1339,2887411233,1
1340,2971928835,1
1341,9417774903,1
1342,6360780410,1
1343,6016262520,1
1344,1293518969,1
1345,2527565558,1
1346,5136611893,1
1347,7560896372,1
1348,2167127397,1
1349,8925884267,1
1350,3623656605,1
1351,4348571397,1
1352,2803809389,1
1353,1456539449,1
1354,8422719052,1
1355,11230718,1
1356,7577750931,1
1357,9510294768,1
1358,2851253622,1
1359,1630401110,1
1360,8117769339,1
1361,4613905044,1
1362,5733991821,1
1363,3319865795,1
1364,3822639325,1
1365,3966447629,1
1366,2258780243,1
1367,4492679555,1
1368,1131916256,1
1369,3609952596,1
1370,2799960128,1
1371,8400721798,1
1372,7283452090,1
1373,8410229589,1
1374,6439016609,1
1375,4695931826,1
1376,4035439288,1
1377,2646667367,1
1378,2403249956,1
1379,7504051506,1
1380,4274379207,1
1381,4292055335,1
1382,975115256,1
1383,8958207582,1
1384,6738622405,1
1385,5738710506,1
1386,4080404469,1
1387,3326559178,1
1388,6478363695,1
1389,8474751840,1
1390,8173844316,1
1391,5322398145,1
1392,9677751914,1
1393,4017765015,1
1394,2817731304,1
1395,155434,1
1396,511144403,1
1397,4266346883,1
1398,2963608737,1
1399,6296227739,1
1400,5919542656,1
1401,7306182537,1
1402,988836777,1
1403,678121602,1
1404,9486384762,1
1405,3109935793,1
1406,2646321715,1
1407,7605898164,1
1408,1222599502,1
1409,7454339047,1
1410,4185630243,1
1411,5447119224,1
1412,7890975847,1
1413,7094124432,1
1414,8603438385,1
1415,6907589690,1
1416,7475947619,1
1417,388147000,1
1418,2952188352,1
1419,7899637566,1
1420,2496365660,1
1421,8768124946,1
1422,7574492147,1
1423,9203252935,1
1424,2914294752,1
1425,5043306746,1
1426,5211832502,1
1427,8185097615,1
1428,4584716993,1
1429,1051488148,1
1430,287925469,1
1431,2595228252,1
1432,9604244556,1
1433,8214292398,1
1434,9370232088,1
1435,1566977645,1
1436,7327785138,1
1437,8352414724,1
1438,8508643464,1
1439,559070557,1
1440,4433221688,1
1441,5255228519,1
1442,4349340373,1
1443,750528931,1
1444,4512252868,1
1445,1648881820,1
1446,405037893,1
1447,3944011212,1
1448,5647286984,1
1449,65877661,1
1450,2860231443,1
1451,4159678387,1
1452,4194909527,1
1453,1556121085,1
1454,2537377277,1
1455,6094346971,1
1456,8998082977,1
1457,8388479526,1
1458,2633423599,1
1459,2880782239,1
1460,3115916915,1
1461,9155464524,1
1462,3013458042,1
1463,1650284708,1
1464,1085907887,1
1465,5054061671,1
1466,1547460316,1
1467,8950114944,1
1468,2082369744,1
1469,2510647780,1
1470,8808180090,1
1471,4939108392,1
1472,2567778405,1
1473,6014202416,1
1474,5248783275,1
1475,6646085204,1
1476,1818563788,1
1477,1957482325,1
1478,6824145776,1
1479,7972060076,1
1480,3318565458,1
1481,2286959281,1
1482,7556603312,1
1483,1369632785,1
1484,5107245778,1
1485,3763762753,1
1486,5767675798,1
1487,985872812,1
1488,7320838699,1
1489,8090345525,1
1490,8551508381,1
1491,8331012709,1
1492,4115594299,1
1493,6629224563,1
1494,9410707712,1
1495,2072285984,1
1496,2630400829,1
1497,7368524354,1
1498,6872985063,1
1499,5178695420,1
1500,3474567457,1
1501,2369999507,1
1502,459289512,1
1503,7379291039,1
1504,1708758596,1
1505,4748215798,1
1506,3405610655,1
1507,5501825101,1
1508,4576909063,1
1509,4322468475,1
1510,3249390368,1
1511,3391252605,1
